City,State,Pop,Size
Mount Arlington,NJ,"5,827",4
Waupaca ,WI,"5,826",4
North Braddock,PA,"5,821",4
Harrisburg,NC,"5,819",4
St. Helena ,CA,"5,817",4
Marlin ,TX,"5,817",4
Joshua ,TX,"5,812",4
Noble ,OK,"5,812",4
Huntington Woods ,MI,"5,811",4
New Whiteland,IN,"5,809",4
Sequim ,WA,"5,809",4
Cold Spring ,KY,"5,809",4
Pevely ,MO,"5,808",4
Edna ,TX,"5,807",4
Hamlet ,NC,"5,807",4
Englewood Cliffs,NJ,"5,804",4
Slaton ,TX,"5,803",4
Homer ,AK,"5,802",4
Erwin,TN,"5,802",4
Prospect ,KY,"5,802",4
Yelm ,WA,"5,800",4
Countryside ,IL,"5,795",4
Malone,NY,"5,793",4
Iola ,KS,"5,782",4
Spanish Fort ,AL,"5,780",4
Walterboro ,SC,"5,780",4
Stickney,IL,"5,774",4
Norwood,PA,"5,774",4
Titusville ,PA,"5,774",4
Everman ,TX,"5,771",4
Spring Grove,IL,"5,769",4
St. Clair ,MI,"5,763",4
Moosic,PA,"5,758",4
Twin Lakes,WI,"5,752",4
Farrell ,PA,"5,751",4
Deer Park ,OH,"5,751",4
Monaca,PA,"5,749",4
Lakemoor,IL,"5,748",4
Sheridan ,OR,"5,747",4
Center ,TX,"5,746",4
North Kansas City ,MO,"5,746",4
Cameron ,TX,"5,740",4
Anamosa ,IA,"5,736",4
Oceanport,NJ,"5,733",4
Woodfin,NC,"5,731",4
Coal City,IL,"5,729",4
Fort Meade ,FL,"5,723",4
Highland Heights ,KY,"5,720",4
Cumming ,GA,"5,719",4
Pana ,IL,"5,718",4
Pepper Pike ,OH,"5,715",4
Bremen ,GA,"5,709",4
Tequesta,FL,"5,708",4
Leesville ,LA,"5,704",4
Dowagiac ,MI,"5,703",4
Union Gap ,WA,"5,699",4
Central City ,KY,"5,698",4
Linton ,IN,"5,696",4
Belding ,MI,"5,691",4
Elsmere,DE,"5,688",4
Marksville ,LA,"5,684",4
Gas City ,IN,"5,683",4
Red Oak ,IA,"5,683",4
Garrett ,IN,"5,681",4
Fate ,TX,"5,679",4
Eastman ,GA,"5,675",4
Poolesville,MD,"5,674",4
Snowflake,AZ,"5,673",4
Big Stone Gap,VA,"5,662",4
Salem ,NJ,"5,661",4
Camilla ,GA,"5,660",4
Hellertown,PA,"5,659",4
Wappingers Falls,NY,"5,659",4
Watonga ,OK,"5,657",4
Milan ,MI,"5,657",4
Hoopeston ,IL,"5,656",4
Hooper ,UT,"5,655",4
Hillsborough,NC,"5,653",4
Bolivar ,TN,"5,647",4
Waynesboro ,MS,"5,647",4
Ripley ,MS,"5,646",4
Glenwood ,IA,"5,646",4
Sanibel ,FL,"5,645",4
Emporia ,VA,"5,643",4
Falcon Heights ,MN,"5,643",4
Centreville ,IL,"5,635",4
Breckenridge ,TX,"5,632",4
Mena ,AR,"5,630",4
Corcoran ,MN,"5,630",4
Wake Village ,TX,"5,628",4
Aberdeen,NC,"5,627",4
Cherryville ,NC,"5,627",4
Los Ranchos de Albuquerque,NM,"5,622",4
Junction City ,OR,"5,618",4
Fairview,NC,"5,610",4
Kingston ,TN,"5,607",4
Coraopolis,PA,"5,606",4
Richmond ,MI,"5,606",4
Walkersville,MD,"5,606",4
Steelton,PA,"5,598",4
Middleton ,ID,"5,594",4
Prospect Park,NJ,"5,594",4
Salamanca ,NY,"5,592",4
Mascotte ,FL,"5,591",4
Rio Bravo ,TX,"5,591",4
Goshen,NY,"5,585",4
Cumberland,IN,"5,580",4
Bowie ,TX,"5,580",4
Batesburg-Leesville,SC,"5,580",4
Savoy,IL,"5,579",4
Woodside,CA,"5,579",4
Milton ,WI,"5,579",4
Shippensburg,PA,"5,578",4
Hampshire,IL,"5,569",4
Braselton,GA,"5,565",4
New Martinsville ,WV,"5,564",4
Kasson ,MN,"5,564",4
Fowler ,CA,"5,563",4
Bessemer City ,NC,"5,562",4
St. Gabriel ,LA,"5,560",4
Washington Park,IL,"5,558",4
Lake Mills ,WI,"5,557",4
Celina ,TX,"5,557",4
Ulysses ,KS,"5,557",4
Gatlinburg ,TN,"5,555",4
Stewartville ,MN,"5,553",4
Taos,NM,"5,551",4
Glencoe ,MN,"5,550",4
South Pasadena ,FL,"5,548",4
Albion,NY,"5,548",4
Abbeville ,SC,"5,547",4
Turtle Creek,PA,"5,547",4
New Carlisle ,OH,"5,543",4
South Beloit ,IL,"5,541",4
Rockwood ,TN,"5,541",4
Morrow ,GA,"5,539",4
Los Fresnos ,TX,"5,538",4
Diboll ,TX,"5,537",4
West Miami ,FL,"5,533",4
Winston ,OR,"5,528",4
Powell ,WY,"5,524",4
Northwood ,OH,"5,520",4
Crossett ,AR,"5,518",4
Uhrichsville ,OH,"5,516",4
Torrington ,WY,"5,514",4
Rockton,IL,"5,512",4
Progreso ,TX,"5,511",4
Buckhannon ,WV,"5,505",4
Piedmont ,OK,"5,504",4
Palmview ,TX,"5,502",4
Clarinda ,IA,"5,493",4
Glendale ,MO,"5,490",4
Macon ,MO,"5,489",4
Watseka ,IL,"5,481",4
Atlanta ,TX,"5,475",4
Fairport,NY,"5,472",4
Yoakum ,TX,"5,469",4
Hampstead,MD,"5,467",4
Hollidaysburg,PA,"5,466",4
Ballston Spa,NY,"5,464",4
Mount Carmel,TN,"5,462",4
Gunnison ,CO,"5,461",4
Luling ,TX,"5,458",4
Lewisburg,PA,"5,454",4
Dayton ,KY,"5,453",4
Pelham Manor,NY,"5,451",4
Spring Valley ,IL,"5,450",4
Fort Wright ,KY,"5,450",4
Zeeland ,MI,"5,448",4
Jordan ,MN,"5,445",4
Centerville ,IA,"5,442",4
Carterville ,IL,"5,441",4
Sayre,PA,"5,440",4
Bath,NY,"5,432",4
Bridgewater,VA,"5,430",4
Northfield,IL,"5,429",4
Berthoud,CO,"5,429",4
Chadron ,NE,"5,429",4
Cave Creek,AZ,"5,428",4
Lehighton,PA,"5,428",4
Cheraw,SC,"5,427",4
Giddings ,TX,"5,423",4
Brookville ,OH,"5,423",4
Taneytown ,MD,"5,422",4
De Soto ,KS,"5,420",4
Point Pleasant Beach,NJ,"5,418",4
Holdenville ,OK,"5,417",4
Sheridan ,CO,"5,412",4
Holtville ,CA,"5,412",4
Dunlap ,TN,"5,412",4
Rockford ,MI,"5,411",4
Nephi ,UT,"5,408",4
Mansfield ,LA,"5,402",4
Glennville ,GA,"5,397",4
Adel ,GA,"5,396",4
Salida ,CO,"5,396",4
Media,PA,"5,396",4
Circle Pines ,MN,"5,395",4
Kings Point,NY,"5,394",4
Hugo ,OK,"5,390",4
Oak Hill ,TN,"5,389",4
Highwood ,IL,"5,388",4
Pinckneyville ,IL,"5,384",4
Granville,OH,"5,382",4
Williamston,NC,"5,382",4
Porter,IN,"5,379",4
Glencoe ,AL,"5,377",4
Nelsonville ,OH,"5,375",4
Eureka ,IL,"5,368",4
Ironwood ,MI,"5,368",4
Windcrest ,TX,"5,357",4
McKenzie ,TN,"5,357",4
Sinton ,TX,"5,354",4
Roseland,NJ,"5,352",4
Paola ,KS,"5,351",4
Monticello ,IL,"5,350",4
Selinsgrove,PA,"5,344",4
West Bountiful ,UT,"5,337",4
Farr West ,UT,"5,335",4
Brush ,CO,"5,332",4
Carrizo Springs ,TX,"5,332",4
Edgerton ,WI,"5,329",4
Algona ,IA,"5,328",4
Brady ,TX,"5,324",4
Grafton ,WV,"5,315",4
Zimmerman ,MN,"5,313",4
Fruit Heights ,UT,"5,312",4
Rusk ,TX,"5,312",4
Delano ,MN,"5,309",4
Sharon Hill,PA,"5,308",4
Wendell,NC,"5,300",4
Kingsford ,MI,"5,297",4
Wayne ,NE,"5,296",4
Hampton ,GA,"5,295",4
Mathis ,TX,"5,295",4
Hightstown,NJ,"5,295",4
Weldon Spring ,MO,"5,295",4
Monticello ,IN,"5,293",4
Weiser ,ID,"5,290",4
Port Isabel ,TX,"5,290",4
Airway Heights ,WA,"5,289",4
Plain City ,UT,"5,288",4
Bowling Green ,MO,"5,285",4
Lake City ,MN,"5,285",4
Ephraim ,UT,"5,284",4
Old Westbury,NY,"5,283",4
Brewton ,AL,"5,279",4
Parkville ,MO,"5,279",4
Elburn,IL,"5,276",4
Lone Grove ,OK,"5,276",4
Highlands,NJ,"5,272",4
Patterson ,LA,"5,271",4
Kennett Square,PA,"5,270",4
Tucumcari ,NM,"5,268",4
Donora,PA,"5,261",4
Columbia Falls ,MT,"5,261",4
De Witt ,IA,"5,260",4
Wildwood ,NJ,"5,259",4
Clarion,PA,"5,258",4
Blakely ,GA,"5,257",4
Bangor,PA,"5,256",4
Gilmer ,TX,"5,249",4
Waveland ,MS,"5,249",4
Berryville ,AR,"5,247",4
Needles ,CA,"5,246",4
Eaton Rapids ,MI,"5,246",4
Terrell Hills ,TX,"5,241",4
Groveport,OH,"5,240",4
St. Paul Park ,MN,"5,239",4
Georgetown,DE,"5,233",4
Whiteville ,NC,"5,233",4
Montevideo ,MN,"5,233",4
Colona ,IL,"5,232",4
Kermit ,TX,"5,231",4
Keyser ,WV,"5,230",4
Waterville,OH,"5,230",4
Pleasant Garden,NC,"5,229",4
Polson ,MT,"5,228",4
Brunswick ,MD,"5,228",4
Spring Hill ,KS,"5,227",4
Swartz Creek ,MI,"5,223",4
Jonesborough,TN,"5,221",4
Toronto ,OH,"5,221",4
Arnold ,PA,"5,212",4
Cochran ,GA,"5,211",4
Chardon ,OH,"5,210",4
Palmerton,PA,"5,209",4
Harrah ,OK,"5,208",4
Concordia ,KS,"5,208",4
Creve Coeur,IL,"5,206",4
Ontario ,OH,"5,204",4
Williamsburg ,KY,"5,204",4
Carmi ,IL,"5,203",4
North Fond du Lac,WI,"5,198",4
Tyrone,PA,"5,197",4
Desloge ,MO,"5,190",4
Milan,IL,"5,186",4
Midfield ,AL,"5,185",4
Webster,NY,"5,185",4
Calistoga ,CA,"5,179",4
Mineola ,TX,"5,179",4
Westville,IN,"5,177",4
Indian Wells ,CA,"5,177",4
Fox River Grove,IL,"5,172",4
Tallassee ,AL,"5,172",4
Holdrege ,NE,"5,172",4
Birdsboro,PA,"5,168",4
Fairfield ,IL,"5,165",4
Munroe Falls ,OH,"5,165",4
Schuyler ,NE,"5,163",4
Penn Yan,NY,"5,162",4
Manitou Springs ,CO,"5,161",4
Schuylkill Haven,PA,"5,161",4
Mount Zion,IL,"5,159",4
Shenandoah,PA,"5,155",4
Silverton ,OH,"5,155",4
New Holland,PA,"5,152",4
Solvang ,CA,"5,148",4
Newport ,VT,"5,148",4
Marion ,NC,"5,144",4
Indian Rocks Beach ,FL,"5,143",4
Bluefield,VA,"5,143",4
Lakeport ,CA,"5,142",4
Staunton ,IL,"5,139",4
Fox Chapel,PA,"5,138",4
South Haven ,MI,"5,138",4
Purcellville,VA,"5,137",4
Edgewater ,CO,"5,136",4
Davison ,MI,"5,136",4
Daytona Beach Shores ,FL,"5,134",4
Spring Lake Heights,NJ,"5,134",4
New Haven,MI,"5,132",4
Demarest,NJ,"5,130",4
Williamsville,NY,"5,129",4
Litchfield Park ,AZ,"5,126",4
Prosser ,WA,"5,124",4
White Hall ,AR,"5,121",4
Moab ,UT,"5,121",4
Cedar Grove,FL,"5,116",4
Springhill ,LA,"5,115",4
Neptune City,NJ,"5,114",4
Charleston ,MO,"5,111",4
South Bound Brook,NJ,"5,110",4
Alma ,AR,"5,104",4
Genoa ,IL,"5,101",4
Jackson ,AL,"5,101",4
Winnfield ,LA,"5,095",4
Gustine ,CA,"5,094",4
Leland,NC,"5,094",4
Columbus ,WI,"5,093",4
Mayville ,WI,"5,090",4
Enoch ,UT,"5,085",4
Somerdale,NJ,"5,085",4
Rupert ,ID,"5,082",4
Holbrook ,AZ,"5,081",4
Vinton ,IA,"5,080",4
Franklin,NJ,"5,077",4
Redwood Falls ,MN,"5,077",4
Medina ,MN,"5,076",4
Savannah ,MO,"5,075",4
Kutztown,PA,"5,074",4
Palacios ,TX,"5,069",4
Gladstone ,MI,"5,067",4
Wadesboro,NC,"5,066",4
Star ,ID,"5,065",4
Greenfield ,OH,"5,063",4
Perry ,OK,"5,060",4
Preston ,ID,"5,059",4
Collegeville,PA,"5,058",4
Creswell ,OR,"5,058",4
Evansdale ,IA,"5,056",4
Palmetto ,GA,"5,053",4
St. Clairsville ,OH,"5,053",4
Mendham,NJ,"5,053",4
Kaplan ,LA,"5,053",4
Wellington,CO,"5,052",4
Richland Center ,WI,"5,050",4
Wesley Hills,NY,"5,043",4
Rothschild,WI,"5,042",4
Collinsville ,OK,"5,039",4
Oakland,TN,"5,038",4
Springfield ,MI,"5,037",4
Westmont,PA,"5,033",4
Sea Cliff,NY,"5,033",4
Ocean Shores ,WA,"5,029",4
Anna ,IL,"5,025",4
Roosevelt ,UT,"5,025",4
Canal Fulton ,OH,"5,023",4
Forsyth ,GA,"5,022",4
Germantown,OH,"5,018",4
Holmes Beach ,FL,"5,017",4
Tega Cay ,SC,"5,014",4
De Funiak Springs ,FL,"5,012",4
Summerville ,GA,"5,010",4
Tipton ,IN,"5,006",4
Ayden,NC,"5,005",4
Chelsea ,MI,"5,005",4
Thatcher,AZ,"5,002",4
Berlin ,WI,"4,997",4
Shillington,PA,"4,997",4
Vandergrift,PA,"4,997",4
West Wendover ,NV,"4,997",4
Childersburg ,AL,"4,996",4
Morris ,MN,"4,996",4
Grosse Pointe ,MI,"4,996",4
Waterloo,NY,"4,994",4
Monee,IL,"4,993",4
Rainsville ,AL,"4,990",4
Palmhurst ,TX,"4,988",4
Eldon ,MO,"4,986",4
Harlan ,IA,"4,986",4
Port Allen ,LA,"4,984",4
Belle Fourche ,SD,"4,979",4
New Castle ,DE,"4,977",4
Lake Barrington,IL,"4,975",4
Dodgeville ,WI,"4,975",4
Blaine ,WA,"4,975",4
Waterford,WI,"4,973",4
Willits ,CA,"4,972",4
Sugarcreek,PA,"4,969",4
Edenton,NC,"4,966",4
Iowa Falls ,IA,"4,965",4
Piedmont ,AL,"4,964",4
Robertsdale ,AL,"4,964",4
Clarks Summit,PA,"4,964",4
Worland ,WY,"4,958",4
Evansville ,WI,"4,957",4
Olyphant,PA,"4,956",4
Dos Palos ,CA,"4,948",4
Dahlonega ,GA,"4,947",4
Sunset ,UT,"4,945",4
Long View,NC,"4,944",4
Shenandoah ,IA,"4,944",4
Cheboygan ,MI,"4,942",4
Falfurrias ,TX,"4,941",4
Sparta ,TN,"4,938",4
Bay Harbor Islands,FL,"4,934",4
Sawmills,NC,"4,931",4
Colville ,WA,"4,929",4
Marseilles ,IL,"4,924",4
Utica ,MI,"4,924",4
Loudon,TN,"4,921",4
Fellsmere ,FL,"4,920",4
Clover,SC,"4,916",4
West Pittston,PA,"4,916",4
Lucas ,TX,"4,914",4
Berkeley,IL,"4,913",4
La Crescent ,MN,"4,912",4
Posen,IL,"4,907",4
Normandy ,MO,"4,902",4
Dellwood ,MO,"4,901",4
Wiggins ,MS,"4,901",4
Chestertown,MD,"4,899",4
Youngtown,AZ,"4,896",4
Wellsville,NY,"4,896",4
McGregor ,TX,"4,891",4
Clementon,NJ,"4,886",4
Crestline ,OH,"4,882",4
Chittenango,NY,"4,882",4
Brielle,NJ,"4,882",4
Eldridge ,IA,"4,880",4
Palos Park,IL,"4,877",4
Bridgeville,PA,"4,876",4
Manchester ,IA,"4,876",4
Salem ,MO,"4,870",4
Harrington Park,NJ,"4,869",4
Little Falls ,NY,"4,867",4
Nashville ,GA,"4,865",4
Jim Thorpe,PA,"4,863",4
Stone Park,IL,"4,860",4
Mechanicville ,NY,"4,857",4
Winnsboro ,LA,"4,854",4
Alva ,OK,"4,848",4
Bradley Beach,NJ,"4,845",4
Woodland ,WA,"4,843",4
Luray,VA,"4,843",4
Alfred,NY,"4,843",4
Ardsley,NY,"4,840",4
Sulphur ,OK,"4,838",4
New Hempstead,NY,"4,838",4
Swoyersville,PA,"4,836",4
Benson ,AZ,"4,833",4
Buffalo ,WY,"4,832",4
Erwin,NC,"4,829",4
Seat Pleasant ,MD,"4,829",4
Gibraltar ,MI,"4,826",4
West Salem,WI,"4,823",4
Winterset ,IA,"4,820",4
Hamilton ,MT,"4,817",4
Allegan ,MI,"4,816",4
Nashville ,AR,"4,815",4
Carthage ,MS,"4,815",4
Winterville,NC,"4,813",4
Avalon,PA,"4,812",4
Locust Grove ,GA,"4,811",4
Lake Worth ,TX,"4,810",4
Saranac Lake,NY,"4,809",4
Ludlow ,KY,"4,808",4
LaBelle ,FL,"4,806",4
Island Park,NY,"4,806",4
Platte City ,MO,"4,806",4
Dumfries,VA,"4,805",4
Colby ,KS,"4,803",4
Lochbuie,CO,"4,800",4
North Wildwood ,NJ,"4,800",4
Clinton ,IN,"4,799",4
Glendale ,CO,"4,798",4
Hazard ,KY,"4,796",4
La Joya ,TX,"4,795",4
Lawrenceburg ,IN,"4,791",4
Leland ,MS,"4,790",4
Barnwell ,SC,"4,783",4
Surfside Beach,SC,"4,783",4
Sidney ,MT,"4,782",4
Cherokee Village ,AR,"4,778",4
Fayette ,AL,"4,778",4
Flora ,IL,"4,772",4
Vail,CO,"4,768",4
Social Circle ,GA,"4,767",4
Charles Town ,WV,"4,765",4
Princeton ,MN,"4,763",4
Williams ,CA,"4,760",4
Elmsford,NY,"4,757",4
Sheldon ,IA,"4,757",4
Whiting ,IN,"4,751",4
Colorado City,AZ,"4,750",4
Teague ,TX,"4,749",4
New Roads ,LA,"4,746",4
Pembroke Park,FL,"4,744",4
Montgomery,NY,"4,741",4
Adamsville ,AL,"4,739",4
Gibsonville,NC,"4,738",4
Odessa ,MO,"4,737",4
Olympia Fields,IL,"4,735",4
Fruitland ,ID,"4,732",4
Zebulon,NC,"4,732",4
Honesdale,PA,"4,720",4
Osage Beach ,MO,"4,720",4
Northvale,NJ,"4,719",4
Mullins ,SC,"4,716",4
Madisonville ,TN,"4,714",4
Fletcher,NC,"4,714",4
Osceola ,IA,"4,714",4
Medical Lake ,WA,"4,710",4
La Grange ,TX,"4,709",4
Omak ,WA,"4,706",4
Union Springs ,AL,"4,702",4
Wellington,OH,"4,699",4
Selmer,TN,"4,697",4
Cherokee ,IA,"4,697",4
Presidio ,TX,"4,695",4
Ranson corporation,WV,"4,692",4
Spirit Lake ,IA,"4,692",4
Coleman ,TX,"4,691",4
East Palestine ,OH,"4,690",4
North Oaks ,MN,"4,689",4
Penns Grove,NJ,"4,688",4
Lindale,TX,"4,687",4
Boiling Spring Lakes ,NC,"4,686",4
Oak Park Heights ,MN,"4,680",4
Smiths Station ,AL,"4,679",4
Mountain Grove ,MO,"4,679",4
Isle of Palms ,SC,"4,678",4
Edinburgh,IN,"4,677",4
Farmington ,AR,"4,677",4
Belton ,SC,"4,670",4
Pittsburg ,TX,"4,667",4
Walnut Ridge ,AR,"4,664",4
Dacula ,GA,"4,662",4
Union Grove,WI,"4,662",4
Church Point,LA,"4,661",4
Edwardsville,PA,"4,658",4
Oxford,PA,"4,658",4
Slinger,WI,"4,657",4
Frankenmuth ,MI,"4,652",4
Bulverde ,TX,"4,651",4
New Boston ,TX,"4,650",4
Greenwood ,MO,"4,649",4
Peculiar ,MO,"4,649",4
Bremen,IN,"4,646",4
Manheim,PA,"4,646",4
Dayton ,MN,"4,643",4
Windsor Heights ,IA,"4,643",4
Newton Falls ,OH,"4,641",4
Mocksville,NC,"4,641",4
North Bend ,WA,"4,635",4
Selma ,TX,"4,632",4
High Springs ,FL,"4,629",4
Orange,VA,"4,629",4
St. Bernard ,OH,"4,626",4
Dumas ,AR,"4,622",4
Quitman ,GA,"4,621",4
Winfield ,AL,"4,618",4
Farmville,NC,"4,615",4
Edcouch ,TX,"4,613",4
West Milton,OH,"4,613",4
Granite Falls,NC,"4,610",4
Shelbyville ,IL,"4,605",4
Pea Ridge ,AR,"4,604",4
Austin,IN,"4,603",4
Atlantic Highlands,NJ,"4,602",4
Winchester ,IN,"4,601",4
Dawson ,GA,"4,600",4
Lonoke ,AR,"4,600",4
Mount Vernon ,MO,"4,600",4
Telford,PA,"4,599",4
Marlow ,OK,"4,599",4
Flower Hill,NY,"4,595",4
Ottawa Hills,OH,"4,594",4
Chisholm ,MN,"4,594",4
Cobleskill,NY,"4,593",4
Tulia ,TX,"4,589",4
North Hills,NY,"4,589",4
Oak Ridge,NC,"4,587",4
Glendive ,MT,"4,585",4
Ashland City,TN,"4,582",4
Scottsville ,KY,"4,581",4
Rock Hill ,MO,"4,580",4
Manlius,NY,"4,579",4
Hearne ,TX,"4,578",4
Hunters Creek Village ,TX,"4,577",4
Westlake ,LA,"4,577",4
New Lexington,OH,"4,576",4
Fountain Hill,PA,"4,575",4
Sheridan ,AR,"4,572",4
Higginsville ,MO,"4,571",4
Mitchell ,IN,"4,567",4
Port Wentworth ,GA,"4,560",4
Sonora ,CA,"4,559",4
Montoursville,PA,"4,558",4
Bellaire,OH,"4,557",4
Valdese,NC,"4,557",4
South Hill,VA,"4,556",4
Madison ,IL,"4,554",4
Baxley ,GA,"4,552",4
Lexington ,MO,"4,551",4
Jessup,PA,"4,550",4
Byron ,MN,"4,550",4
Charleroi,PA,"4,549",4
Glassport,PA,"4,548",4
Walkertown,NC,"4,547",4
Elberton ,GA,"4,546",4
Daleville ,AL,"4,546",4
Devine ,TX,"4,545",4
Rockmart ,GA,"4,544",4
Wapato ,WA,"4,543",4
Algonac ,MI,"4,540",4
Nashville,NC,"4,538",4
Crystal City ,MO,"4,538",4
Scott City ,MO,"4,538",4
Parker ,FL,"4,537",4
Pinetop-Lakeside,AZ,"4,536",4
Rocky Mount,VA,"4,535",4
Tarentum,PA,"4,534",4
Sebring,OH,"4,534",4
Midway,NC,"4,534",4
Hephzibah ,GA,"4,533",4
Portola Valley,CA,"4,532",4
Ligonier ,IN,"4,530",4
Winona ,MS,"4,524",4
Willow Park ,TX,"4,523",4
Travelers Rest ,SC,"4,523",4
Paxton ,IL,"4,521",4
Surfside,FL,"4,520",4
Sunnyvale,TX,"4,518",4
Trenton ,TN,"4,518",4
Grambling ,LA,"4,516",4
Lyons ,GA,"4,515",4
Tuscola ,IL,"4,514",4
Philomath ,OR,"4,512",4
Wauchula ,FL,"4,511",4
Lake Alfred ,FL,"4,508",4
South Bay ,FL,"4,503",4
Jackson ,GA,"4,496",4
Jacksboro ,TX,"4,493",4
Prairie View ,TX,"4,492",4
Temple ,GA,"4,490",4
Eagar,AZ,"4,488",4
Osawatomie ,KS,"4,488",4
La Verkin ,UT,"4,487",4
Winfield,IN,"4,484",4
Dansville,NY,"4,484",4
East Troy,WI,"4,483",4
Sullivan ,IN,"4,482",4
Freeburg,IL,"4,481",4
Malden ,MO,"4,481",4
Breckenridge Hills ,MO,"4,479",4
Thomasville ,AL,"4,478",4
Lebanon ,IL,"4,477",4
Sellersville,PA,"4,476",4
Lamar ,MO,"4,474",4
St. Clair ,MO,"4,472",4
Barling ,AR,"4,471",4
Belleview ,FL,"4,467",4
Lake Hallie,WI,"4,467",4
Westville,NJ,"4,467",4
Bunkie ,LA,"4,465",4
Whiteland,IN,"4,464",4
Whiteville,TN,"4,464",4
Pocola,OK,"4,464",4
Buckley ,WA,"4,462",4
Edwardsville ,KS,"4,462",4
South Barrington,IL,"4,461",4
Smithville ,TX,"4,458",4
West Peoria ,IL,"4,456",4
Negaunee ,MI,"4,456",4
Pittsfield ,IL,"4,453",4
Greenbrier ,AR,"4,452",4
Cicero,IN,"4,451",4
Point Pleasant ,WV,"4,451",4
Hokes Bluff ,AL,"4,450",4
Danville,PA,"4,450",4
Warrenton ,OR,"4,448",4
Del Mar ,CA,"4,447",4
Geneva ,AL,"4,445",4
Mount Pleasant ,TN,"4,443",4
Clay Center ,KS,"4,442",4
Ashdown ,AR,"4,440",4
Archbold,OH,"4,438",4
Waverly City ,OH,"4,437",4
Dardanelle ,AR,"4,435",4
Viroqua ,WI,"4,435",4
Sullivan City ,TX,"4,435",4
Larksville,PA,"4,435",4
San Diego ,TX,"4,433",4
Fruitland ,MD,"4,431",4
Tillamook ,OR,"4,430",4
Ogallala ,NE,"4,429",4
DeWitt ,MI,"4,428",4
Adel ,IA,"4,428",4
Lafayette ,TN,"4,426",4
Luverne ,MN,"4,425",4
Hummelstown,PA,"4,424",4
Hurstbourne ,KY,"4,423",4
Monongahela ,PA,"4,422",4
Sykesville,MD,"4,419",4
Chariton ,IA,"4,419",4
Edgefield,SC,"4,418",4
Ste. Genevieve ,MO,"4,418",4
Bellville ,TX,"4,415",4
Morgan's Point Resort ,TX,"4,414",4
Mauston ,WI,"4,413",4
Nibley ,UT,"4,410",4
Pilot Point ,TX,"4,409",4
Scottdale,PA,"4,409",4
Garwood,NJ,"4,408",4
Slatington,PA,"4,404",4
Ottawa,OH,"4,403",4
Lancaster ,KY,"4,403",4
Phoenix ,OR,"4,402",4
Hollywood,SC,"4,398",4
Marianna ,AR,"4,396",4
Coldwater,OH,"4,396",4
Eldorado ,IL,"4,392",4
Oakwood ,GA,"4,392",4
Mount Ephraim,NJ,"4,392",4
Ellisville ,MS,"4,392",4
Smithville ,TN,"4,389",4
Mount Olive,NC,"4,389",4
Goodland ,KS,"4,388",4
Hazlehurst ,MS,"4,387",4
Soldotna ,AK,"4,386",4
Sullivan ,IL,"4,383",4
Bristow ,OK,"4,383",4
Lawrenceville ,IL,"4,382",4
Berne ,IN,"4,381",4
Mount Pleasant,PA,"4,380",4
Egg Harbor City ,NJ,"4,379",4
McRae ,GA,"4,378",4
Marine City ,MI,"4,377",4
Mahanoy City,PA,"4,375",4
Strasburg,VA,"4,373",4
Madisonville ,TX,"4,372",4
Beaver,PA,"4,371",4
Fort Gibson,OK,"4,368",4
Benton ,KY,"4,367",4
Greendale ,IN,"4,364",4
Auburn ,IL,"4,362",4
Vine Grove ,KY,"4,362",4
Breese ,IL,"4,357",4
Kittanning,PA,"4,356",4
Royersford,PA,"4,356",4
Barrington Hills,IL,"4,354",4
Buchanan ,MI,"4,354",4
Prescott ,AR,"4,353",4
De Motte,IN,"4,352",4
Bridgeport,PA,"4,350",4
East Petersburg,PA,"4,347",4
McLoud,OK,"4,347",4
Rogersville,TN,"4,346",4
Metter ,GA,"4,345",4
Anthony,TX,"4,344",4
Angier,NC,"4,344",4
Kingfisher ,OK,"4,343",4
Vandalia ,MO,"4,342",4
Madeira Beach ,FL,"4,339",4
Sayre ,OK,"4,336",4
Duryea,PA,"4,335",4
Green Tree,PA,"4,335",4
Magee ,MS,"4,332",4
Magnolia,NJ,"4,328",4
Byron ,GA,"4,324",4
Southampton,NY,"4,323",4
Brookfield ,MO,"4,321",4
Jackson ,CA,"4,320",4
Oconto ,WI,"4,320",4
Amite City,LA,"4,318",4
Jourdanton ,TX,"4,315",4
Kaser,NY,"4,315",4
Sparta ,IL,"4,314",4
Ridgefield ,WA,"4,314",4
Bluffton,SC,"4,312",4
Wamego ,KS,"4,312",4
Northwoods ,MO,"4,311",4
Danielson,CT,"4,310",4
Hudson ,TX,"4,310",4
Krum ,TX,"4,309",4
Canastota,NY,"4,308",4
Baldwin City ,KS,"4,308",4
Butler ,MO,"4,306",4
Tonganoxie ,KS,"4,305",4
Morrison ,IL,"4,303",4
Chelsea ,AL,"4,303",4
Blanchester,OH,"4,303",4
Waverly,NY,"4,303",4
Wolverine Lake,MI,"4,303",4
Jersey Shore,PA,"4,302",4
Kenneth City,FL,"4,300",4
Jenkintown,PA,"4,299",4
Hartwell ,GA,"4,298",4
Newport,NC,"4,298",4
